id,name,branches,main_branch,heading,branch_name
D017500,Adenovirus E1A Proteins,"['D12.776.460.050.100', 'D12.776.624.664.520.045.050.100', 'D12.776.930.100', 'D12.776.964.700.045.050.100', 'D23.050.285.062.045', 'D23.050.327.062.045']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D017501,Adenovirus E1B Proteins,"['D12.776.460.050.110', 'D12.776.624.664.520.045.050.110', 'D12.776.930.110', 'D12.776.964.700.045.050.110', 'D23.050.285.062.050', 'D23.050.327.062.050']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D017502,Adenovirus E2 Proteins,"['D12.776.260.060', 'D12.776.624.664.520.045.060', 'D12.776.964.700.045.060', 'D23.050.327.045.060']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D017503,Adenovirus E3 Proteins,"['D12.776.624.664.520.045.070', 'D12.776.964.700.045.070', 'D23.050.327.045.070']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D017504,Adenovirus E4 Proteins,"['D12.776.624.664.520.045.080', 'D12.776.964.700.045.080', 'D23.050.327.045.080']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D017506,H(+)-K(+)-Exchanging ATPase,"['D08.811.277.040.025.314.625', 'D12.776.157.530.450.250.875.500.625', 'D12.776.157.530.813.625', 'D12.776.543.585.450.250.875.500.625', 'D12.776.543.585.813.625']",D08,FALSE,Enzymes and Coenzymes
D017507,Comoros,['Z01.639.520.200'],Z01,FALSE,Geographic Locations
D017508,Reunion,['Z01.639.520.700'],Z01,FALSE,Geographic Locations
D017510,Protein Folding,"['G01.154.651', 'G02.111.688']",G01,FALSE,Physical Phenomena
D017511,Pyoderma Gangrenosum,"['C17.800.695.675', 'C17.800.862.675', 'C17.800.893.675']",C17,FALSE,Skin and Connective Tissue Diseases
D017512,Lichenoid Eruptions,['C17.800.859.475'],C17,FALSE,Skin and Connective Tissue Diseases
D017513,Lichen Nitidus,['C17.800.859.475.545'],C17,FALSE,Skin and Connective Tissue Diseases
D017514,Pityriasis Lichenoides,"['C17.800.859.475.650', 'C17.800.859.575.650', 'C17.800.859.600.650']",C17,FALSE,Skin and Connective Tissue Diseases
D017515,Pityriasis Rosea,['C17.800.859.600.675'],C17,FALSE,Skin and Connective Tissue Diseases
D017516,Historical Geographic Locations,['Z01.586'],Z01,FALSE,Geographic Locations
D017517,Commonwealth of Independent States,"['I01.615.500.188', 'Z01.586.200']",I01,FALSE,Social Sciences
D017520,Mucinoses,['C17.300.550'],C17,FALSE,Skin and Connective Tissue Diseases
D017522,Bosnia and Herzegovina,['Z01.542.248.160'],Z01,FALSE,Geographic Locations
D017523,Croatia,['Z01.542.248.295'],Z01,FALSE,Geographic Locations
D017524,Slovenia,['Z01.542.248.820'],Z01,FALSE,Geographic Locations
D017526,"Receptor, IGF Type 1","['D08.811.913.696.620.682.725.400.185', 'D12.776.476.568.400.185', 'D12.776.543.750.630.468', 'D12.776.543.750.750.400.780.400']",D08,FALSE,Enzymes and Coenzymes
D017527,"Receptor, IGF Type 2",['D12.776.543.750.750.400.780.410'],D12,FALSE,"Amino Acids, Peptides, and Proteins"
D017530,"Health Care Quality, Access, and Evaluation",['N05'],N05,TRUE,"Health Care Quality, Access, and Evaluation"
D017531,Health Care Evaluation Mechanisms,['N05.715.360'],N05,FALSE,"Health Care Quality, Access, and Evaluation"
D017533,Marital Status,"['F01.829.263.315.500', 'I01.240.361.500', 'I01.880.853.150.423.500', 'N01.224.361.500', 'N01.824.308.500']",F01,FALSE,Behavior and Behavior Mechanisms
D017534,Radial Artery,['A07.015.114.740'],A07,FALSE,Cardiovascular System
D017535,Ulnar Artery,['A07.015.114.920'],A07,FALSE,Cardiovascular System
D017536,"Carotid Artery, Common",['A07.015.114.186.200'],A07,FALSE,Cardiovascular System
D017537,"Mesenteric Artery, Inferior",['A07.015.114.565.510'],A07,FALSE,Cardiovascular System
D017538,"Mesenteric Artery, Superior",['A07.015.114.565.755'],A07,FALSE,Cardiovascular System
D017539,Tunica Intima,['A07.015.700'],A07,FALSE,Cardiovascular System
D017540,Tunica Media,['A07.015.733'],A07,FALSE,Cardiovascular System
D017541,"Aneurysm, False",['C14.907.055.090'],C14,FALSE,Cardiovascular Diseases
D017542,"Aneurysm, Ruptured",['C14.907.055.185'],C14,FALSE,Cardiovascular Diseases
D017543,Iliac Aneurysm,['C14.907.055.625'],C14,FALSE,Cardiovascular Diseases
D017544,"Aortic Aneurysm, Abdominal","['C14.907.055.239.075', 'C14.907.109.139.075']",C14,FALSE,Cardiovascular Diseases
D017545,"Aortic Aneurysm, Thoracic","['C14.907.055.239.125', 'C14.907.109.139.125']",C14,FALSE,Cardiovascular Diseases
D017546,Angioscopy,"['E01.370.370.065', 'E01.370.388.250.035', 'E04.100.814.529.500', 'E04.502.250.035', 'E04.502.382.500']",E01,FALSE,Diagnosis
D017548,"Echocardiography, Transesophageal","['E01.370.350.130.750.235', 'E01.370.350.850.220.235', 'E01.370.370.380.220.235']",E01,FALSE,Diagnosis
D017550,"Spectroscopy, Fourier Transform Infrared","['E05.196.712.726.676.700', 'E05.196.867.826.676.700']",E05,FALSE,Investigative Techniques
D017551,Microdialysis,['E05.196.353.500'],E05,FALSE,Investigative Techniques
D017552,Solitary Nucleus,['A08.186.211.132.810.591.500.750'],A08,FALSE,Nervous System
D017553,Phosphorus Compounds,['D01.695'],D01,FALSE,Inorganic Chemicals
D017554,"Carbon Compounds, Inorganic",['D01.200'],D01,FALSE,Inorganic Chemicals
D017556,Technetium Compounds,['D01.925'],D01,FALSE,Inorganic Chemicals
D017557,Ventral Tegmental Area,['A08.186.211.132.659.413.875.820'],A08,FALSE,Nervous System
D017558,Elective Surgical Procedures,['E04.249'],E04,FALSE,"Surgical Procedures, Operative"
D017562,Postcholecystectomy Syndrome,"['C06.130.825', 'C23.550.767.775']",C06,FALSE,Digestive System Diseases
D017563,"Lung Diseases, Interstitial",['C08.381.483'],C08,FALSE,Respiratory Tract Diseases
D017564,Radiation Pneumonitis,"['C08.381.483.675', 'C08.381.520.734', 'C26.733.762', 'G01.750.748.500.762']",C08,FALSE,Respiratory Tract Diseases
D017565,"Sarcoidosis, Pulmonary","['C08.381.483.725', 'C15.604.515.827.725']",C08,FALSE,Respiratory Tract Diseases
D017566,Microvascular Angina,"['C14.280.647.187.575', 'C14.907.585.187.575']",C14,FALSE,Cardiovascular Diseases
D017567,Karnofsky Performance Status,"['E05.318.308.980.438.475.456.500.500', 'N05.715.360.300.800.438.375.364.500.500', 'N06.850.520.308.980.438.475.364.500.500']",E05,FALSE,Investigative Techniques
D017568,Rectus Abdominis,['A02.633.567.050.800'],A02,FALSE,Musculoskeletal System
D017570,MyoD Protein,"['D12.776.210.500.570.590', 'D12.776.260.103.750.590', 'D12.776.930.125.750.590']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D017572,Leukotriene A4,"['D10.251.355.255.100.450.405', 'D10.251.355.310.166.887.405', 'D23.469.050.175.450.400']",D10,FALSE,Lipids
D017573,Focal Epithelial Hyperplasia,['C07.465.342'],C07,FALSE,Stomatognathic Diseases
D017574,Parasystole,"['C14.280.067.672', 'C23.550.073.670']",C14,FALSE,Cardiovascular Diseases
D017575,"Gloves, Protective","['E07.700.600.400', 'J01.637.215.600.400', 'J01.637.708.560.875.400']",E07,FALSE,Equipment and Supplies
D017576,Daptomycin,"['D04.345.566.270', 'D10.477.500', 'D12.644.365.500', 'D12.644.641.270']",D04,FALSE,Polycyclic Compounds
D017577,Cutaneous Fistula,"['C17.800.135', 'C23.300.575.150']",C17,FALSE,Skin and Connective Tissue Diseases
D017578,Immunoglobulin Class Switching,"['G05.344.401.501.450', 'G12.500.274.501.450']",G05,FALSE,Genetic Phenomena
D017579,Domestic Violence,"['I01.198.240.856.350', 'I01.880.735.900.350']",I01,FALSE,Social Sciences
D017582,Renal Replacement Therapy,['E02.870'],E02,FALSE,Therapeutics
D017583,Hemodiafiltration,"['E02.870.300.200', 'E02.912.800.200', 'E04.292.471.350']",E02,FALSE,Therapeutics
D017584,Reproductive History,"['E01.370.510.700', 'N05.715.350.575', 'N06.850.490.812']",E01,FALSE,Diagnosis
D017585,"Ultrasonography, Doppler, Transcranial","['E01.370.350.578.937.260.850', 'E01.370.350.700.560.260.850', 'E01.370.350.850.260.850', 'E01.370.350.850.850.870', 'E01.370.376.537.750.260.850', 'E05.629.937.260.850']",E01,FALSE,Diagnosis
D017586,Diskectomy,"['E02.718.444', 'E04.188.350', 'E04.555.200']",E02,FALSE,Therapeutics
D017587,"Diskectomy, Percutaneous","['E02.718.444.200', 'E04.188.350.200', 'E04.555.200.200']",E02,FALSE,Therapeutics
D017588,Hyperandrogenism,"['C12.050.351.875.253.064.500', 'C12.050.351.875.253.090.750', 'C12.200.706.316.064.500', 'C12.200.706.316.090.750', 'C12.800.316.064.500', 'C12.800.316.090.750', 'C16.131.939.316.064.500', 'C16.131.939.316.129.750', 'C19.391.119.064.500', 'C19.391.119.090.750']",C12,FALSE,Urogenital Diseases
D017589,Immunization Programs,['N02.421.726.608'],N02,FALSE,"Health Care Facilities, Manpower, and Services"
D017590,"Myelinolysis, Central Pontine","['C10.228.140.163.560', 'C10.314.500', 'C18.452.132.560']",C10,FALSE,Nervous System Diseases
D017591,Petrosal Sinus Sampling,"['E01.370.225.124.100.600', 'E01.370.225.998.110.600', 'E04.665.150.600', 'E05.200.124.100.600', 'E05.200.998.110.600']",E01,FALSE,Diagnosis
D017592,Skin Care,['E02.547.800'],E02,FALSE,Therapeutics
D017593,Kleine-Levin Syndrome,"['C10.886.425.800.200.500', 'F03.870.400.800.200.500']",C10,FALSE,Nervous System Diseases
D017594,Publication Bias,['L01.737.813'],L01,FALSE,Information Science
D017595,Renal Plasma Flow,"['G08.852.725.740', 'G09.330.100.812.740']",G08,FALSE,Reproductive and Urinary Physiological Phenomena
D017596,"Renal Plasma Flow, Effective","['G08.852.725.750', 'G09.330.100.812.750']",G08,FALSE,Reproductive and Urinary Physiological Phenomena
D017597,"Renal Blood Flow, Effective","['G08.852.725.700', 'G09.330.100.812.700']",G08,FALSE,Reproductive and Urinary Physiological Phenomena
D017598,"Efficiency, Organizational",['N04.452.209.500'],N04,FALSE,Health Services Administration
D017599,Neuroectodermal Tumors,"['C04.557.465.625', 'C04.557.580.625']",C04,FALSE,Neoplasms
D017600,"Neuroectodermal Tumor, Melanotic","['C04.557.465.625.630', 'C04.557.580.625.630']",C04,FALSE,Neoplasms
D017601,Oxygen Compounds,['D01.650'],D01,FALSE,Inorganic Chemicals
D017602,"Lithotripsy, Laser","['E02.594.550', 'E02.600.500', 'E04.014.520.550', 'E04.943.500.500']",E02,FALSE,Therapeutics
D017603,"Signal Detection, Psychological","['E01.370.685.814', 'E05.796.908', 'F02.463.593.257.800', 'F02.463.593.710.725', 'F04.096.753.814', 'F04.669.908']",E01,FALSE,Diagnosis
D017604,"Cesarean Section, Repeat",['E04.520.252.500.150'],E04,FALSE,"Surgical Procedures, Operative"
D017605,Bromine Compounds,['D01.139'],D01,FALSE,Inorganic Chemicals
D017606,Chlorine Compounds,['D01.210'],D01,FALSE,Inorganic Chemicals
D017607,Aluminum Compounds,['D01.056'],D01,FALSE,Inorganic Chemicals
D017608,Chromium Compounds,['D01.220'],D01,FALSE,Inorganic Chemicals
D017609,Barium Compounds,['D01.103'],D01,FALSE,Inorganic Chemicals
D017610,Calcium Compounds,['D01.146'],D01,FALSE,Inorganic Chemicals
D017611,Fluorine Compounds,['D01.303'],D01,FALSE,Inorganic Chemicals
D017612,Gold Compounds,['D01.379'],D01,FALSE,Inorganic Chemicals
D017613,Iodine Compounds,['D01.475'],D01,FALSE,Inorganic Chemicals
D017615,Enteric Nervous System,['A08.800.050.150'],A08,FALSE,Nervous System
D017616,Magnesium Compounds,['D01.524'],D01,FALSE,Inorganic Chemicals
D017619,Hemibody Irradiation,['E02.815.270'],E02,FALSE,Therapeutics
D017622,Periodontal Attachment Loss,['C07.465.714.354.750'],C07,FALSE,Stomatognathic Diseases
D017624,WAGR Syndrome,"['C04.557.435.595.950', 'C04.588.945.947.535.585.950', 'C04.700.900.950', 'C10.597.606.360.969', 'C11.250.060.950', 'C11.270.060.950', 'C11.941.375.060.950', 'C12.050.351.875.253.096.875', 'C12.050.351.937.820.535.585.950', 'C12.050.351.968.419.473.585.950', 'C12.200.706.316.096.875', 'C12.200.758.820.750.585.950', 'C12.200.777.419.473.585.950', 'C12.800.316.096.875', 'C12.900.820.535.585.950', 'C12.950.419.473.585.950', 'C12.950.983.535.585.950', 'C16.131.260.940', 'C16.131.384.079.950', 'C16.131.939.316.096.875', 'C16.320.180.940', 'C16.320.290.078.950', 'C16.320.700.900.950', 'C19.391.119.096.875']",C04,FALSE,Neoplasms
D017626,Cochlear Nucleus,['A08.186.211.132.810.428.600.135'],A08,FALSE,Nervous System
D017628,Microglia,"['A08.637.400', 'A11.650.400']",A08,FALSE,Nervous System
D017629,Gap Junctions,['A11.284.149.165.420.471'],A11,FALSE,Cells
D017630,Connexins,['D12.776.543.585.250'],D12,FALSE,"Amino Acids, Peptides, and Proteins"
D017632,"Asbestos, Serpentine","['D01.524.500.050', 'D01.578.725.050.075', 'D01.578.725.500.050', 'D01.837.725.700.760.070.110', 'D01.837.725.700.760.535.400']",D01,FALSE,Inorganic Chemicals
D017633,Magnesium Silicates,"['D01.524.500', 'D01.578.725.500', 'D01.837.725.700.760.535']",D01,FALSE,Inorganic Chemicals
D017634,Self Tolerance,['G12.535.425.800'],G12,FALSE,Immune System Phenomena
D017635,Clonal Anergy,['G12.535.425.100'],G12,FALSE,Immune System Phenomena
D017636,"Asbestos, Amphibole","['D01.578.725.050.050', 'D01.837.725.700.760.070.050']",D01,FALSE,Inorganic Chemicals
D017637,Clonal Deletion,['G12.535.425.120'],G12,FALSE,Immune System Phenomena
D017638,"Asbestos, Crocidolite","['D01.578.725.050.050.100', 'D01.837.725.700.760.070.050.090']",D01,FALSE,Inorganic Chemicals
D017639,"Asbestos, Amosite","['D01.524.500.040', 'D01.578.725.050.050.050', 'D01.578.725.500.040', 'D01.837.725.700.760.070.050.060', 'D01.837.725.700.760.535.040']",D01,FALSE,Inorganic Chemicals
D017640,Silicates,"['D01.578.725', 'D01.837.725.700.760']",D01,FALSE,Inorganic Chemicals
D017641,Zeolites,"['D01.056.050.075.975', 'D01.578.725.025.975', 'D01.650.550.050.075.975', 'D01.837.725.700.760.050.950']",D01,FALSE,Inorganic Chemicals
D017646,Organosilicon Compounds,['D02.756'],D02,FALSE,Organic Chemicals
D017655,Silicon Compounds,['D01.837'],D01,FALSE,Inorganic Chemicals
D017660,Autoreceptors,"['D12.776.543.750.035', 'D12.776.543.750.720.670.100']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D017661,"Receptors, Presynaptic",['D12.776.543.750.720.670'],D12,FALSE,"Amino Acids, Peptides, and Proteins"
D017663,Peplomycin,"['D09.400.420.110.690', 'D12.644.233.110.690']",D09,FALSE,Carbohydrates
D017664,Uncompensated Care,"['N04.590.374.900', 'N05.300.830']",N04,FALSE,Health Services Administration
D017665,Hydroxyl Radical,"['D01.045.250.357', 'D01.248.497.158.459.300', 'D01.339.431.249']",D01,FALSE,Inorganic Chemicals
D017666,Deuterium Oxide,"['D01.045.250.875.200', 'D01.248.497.158.459.650.200', 'D01.268.406.500.250', 'D01.362.340.500.250']",D01,FALSE,Inorganic Chemicals
D017667,Adipocytes,['A11.329.114'],A11,FALSE,Cells
D017668,Age of Onset,"['N05.715.350.075.100', 'N06.850.490.250.100']",N05,FALSE,"Health Care Quality, Access, and Evaluation"
D017669,Mercury Compounds,['D01.538'],D01,FALSE,Inorganic Chemicals
D017670,Sodium Compounds,['D01.857'],D01,FALSE,Inorganic Chemicals
D017671,Platinum Compounds,['D01.710'],D01,FALSE,Inorganic Chemicals
D017672,Nitrogen Compounds,['D01.625'],D01,FALSE,Inorganic Chemicals
D017673,"Sodium Chloride, Dietary","['D01.857.650.705', 'D01.857.875.705']",D01,FALSE,Inorganic Chemicals
D017674,Hypophosphatemia,['C18.452.750.400'],C18,FALSE,Nutritional and Metabolic Diseases
D017675,CREST Syndrome,"['C06.405.117.119.500.204', 'C14.907.617.812.500', 'C14.907.823.225', 'C17.300.799.801.500', 'C17.800.784.801.500', 'C18.452.174.130.204']",C06,FALSE,Digestive System Diseases
D017676,"Lichen Planus, Oral","['C07.465.397', 'C17.800.859.475.560.397']",C07,FALSE,Stomatognathic Diseases
D017677,Age Distribution,"['I01.240.050', 'N01.224.033', 'N06.850.505.400.050']",I01,FALSE,Social Sciences
D017678,Sex Distribution,"['I01.240.800', 'N01.224.803', 'N06.850.505.400.850']",I01,FALSE,Social Sciences
D017679,Cryotherapy,['E02.258'],E02,FALSE,Therapeutics
D017680,Potassium Compounds,['D01.745'],D01,FALSE,Inorganic Chemicals
D017681,Hypereosinophilic Syndrome,['C15.378.553.231.549'],C15,FALSE,Hemic and Lymphatic Diseases
D017682,Myocardial Stunning,"['C14.280.671', 'C23.888.582']",C14,FALSE,Cardiovascular Diseases
D017683,Oncorhynchus,"['B01.050.150.900.493.817.750.705.580', 'B01.050.150.900.493.817.750.825.580']",B01,FALSE,Eukaryota
D017684,Oncorhynchus kisutch,['B01.050.150.900.493.817.750.705.580.410'],B01,FALSE,Eukaryota
D017685,Oncorhynchus keta,['B01.050.150.900.493.817.750.705.580.400'],B01,FALSE,Eukaryota
D017686,Oncorhynchus mykiss,['B01.050.150.900.493.817.750.825.580.600'],B01,FALSE,Eukaryota
D017687,Radon Daughters,"['D01.268.271.800.800', 'D01.268.613.700.500', 'D01.362.641.745.800', 'D01.496.749.305.800.500']",D01,FALSE,Inorganic Chemicals
D017688,Cholera Morbus,['C06.405.205.200'],C06,FALSE,Digestive System Diseases
D017689,Polydactyly,"['C05.660.585.600', 'C16.131.621.585.600']",C05,FALSE,Musculoskeletal Diseases
D017690,Cell Transplantation,"['E02.095.147.500', 'E04.936.225']",E02,FALSE,Therapeutics
D017691,Caribbean Region,['Z01.107.084'],Z01,FALSE,Geographic Locations
D017693,Sodium Bicarbonate,"['D01.200.275.150.100.800', 'D01.857.625']",D01,FALSE,Inorganic Chemicals
D017694,Rewarming,['E02.891'],E02,FALSE,Therapeutics
D017695,Soft Tissue Injuries,['C26.808'],C26,FALSE,Wounds and Injuries
D017696,"Myopathies, Nemaline","['C05.651.575.290', 'C10.668.491.550.290']",C05,FALSE,Musculoskeletal Diseases
D017697,Premenopause,"['G08.686.157.500.812', 'G08.686.841.249.500.812']",G08,FALSE,Reproductive and Urinary Physiological Phenomena
D017698,Postmenopause,"['G08.686.157.500.625', 'G08.686.841.249.500.625']",G08,FALSE,Reproductive and Urinary Physiological Phenomena
D017699,Pelvic Pain,['C23.888.592.612.944'],C23,FALSE,"Pathological Conditions, Signs and Symptoms"
D017700,"Embolism, Cholesterol",['C14.907.355.350.454.500'],C14,FALSE,Cardiovascular Diseases
D017701,Reticulocyte Count,"['E01.370.225.500.195.107.330.725', 'E01.370.225.625.107.330.725', 'E05.200.500.195.107.330.725', 'E05.200.625.107.330.725', 'E05.242.195.107.330.725', 'G04.140.107.330.725', 'G09.188.105.330.725']",E01,FALSE,Diagnosis
D017703,Retropharyngeal Abscess,"['C01.748.561.625', 'C01.830.025.780', 'C07.550.781.625', 'C08.730.561.625', 'C09.775.649.625']",C01,FALSE,Infections
D017704,Baroreflex,"['G09.330.380.057', 'G11.561.731.063']",G09,FALSE,Circulatory and Respiratory Physiological Phenomena
D017705,Lignans,['D02.455.426.559.389.140.450'],D02,FALSE,Organic Chemicals
D017706,Lisinopril,['D12.644.456.345.600'],D12,FALSE,"Amino Acids, Peptides, and Proteins"
D017707,Erythrocyte Transfusion,['E02.095.135.140.275'],E02,FALSE,Therapeutics
D017708,Leukocyte Transfusion,['E02.095.135.140.425'],E02,FALSE,Therapeutics
D017709,Fractals,"['E05.599.125', 'G17.290']",E05,FALSE,Investigative Techniques
D017710,Lymphocyte Transfusion,['E02.095.135.140.425.445'],E02,FALSE,Therapeutics
D017711,Nonlinear Dynamics,"['E05.599.850', 'H01.548.675']",E05,FALSE,Investigative Techniques
D017712,"Peer Review, Research","['F01.829.316.549.700', 'H01.770.644.487', 'I01.880.604.640.700', 'L01.143.865.750', 'L01.737.640', 'N03.706.700.700']",F01,FALSE,Behavior and Behavior Mechanisms
D017713,Platelet Transfusion,['E02.095.135.140.650'],E02,FALSE,Therapeutics
D017714,Community-Acquired Infections,['C01.234'],C01,FALSE,Infections
D017719,Diabetic Foot,"['C14.907.320.191', 'C17.800.893.592.450.200', 'C19.246.099.500.191', 'C19.246.099.937.250']",C14,FALSE,Cardiovascular Diseases
D017720,Molecular Epidemiology,"['E05.318.416', 'E05.393.522', 'H01.158.201.636.475.500', 'H01.158.273.343.595.475.500', 'H01.181.122.650.475.550', 'H02.403.720.500.300', 'N06.850.520.470']",E05,FALSE,Investigative Techniques
D017721,Hospital Costs,"['N03.219.151.400.687', 'N03.219.262.500', 'N05.300.375.500']",N03,FALSE,Health Care Economics and Organizations
D017722,Hospital Charges,"['N03.219.262.300', 'N03.219.442.613']",N03,FALSE,Health Care Economics and Organizations
D017723,Drug Utilization Review,"['N04.452.706.477.400', 'N04.761.879.300', 'N05.700.900.300']",N04,FALSE,Health Services Administration
D017725,Ventricular Pressure,"['G09.330.380.937', 'G09.330.955.950']",G09,FALSE,Circulatory and Respiratory Physiological Phenomena
D017726,Cytomegalovirus Retinitis,"['C01.375.725.270', 'C01.925.256.466.245.150', 'C01.925.325.270', 'C11.294.800.270', 'C11.768.773.360']",C01,FALSE,Infections
D017727,Chicken anemia virus,['B04.280.120.400.150'],B04,FALSE,Viruses
D017728,"Lymphoma, Large-Cell, Anaplastic","['C04.557.386.480.750.399', 'C15.604.515.569.480.750.600', 'C20.683.515.761.480.750.399']",C04,FALSE,Neoplasms
D017729,Presynaptic Terminals,"['A08.675.542.145.750', 'A08.850.700', 'A11.284.149.165.420.780.700', 'A11.671.137.750', 'A11.671.501.145.750']",A08,FALSE,Nervous System
D017730,Ki-1 Antigen,"['D12.776.543.750.705.852.760.072', 'D23.050.285.025', 'D23.101.140.055']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D017731,Lymphomatoid Papulosis,"['C04.557.386.480.750.800.528', 'C15.604.515.569.480.750.800.528', 'C20.683.515.761.480.750.800.528']",C04,FALSE,Neoplasms
D017732,Air Ambulances,"['J01.937.285.100.100', 'N02.421.297.879.100.100']",J01,FALSE,"Technology, Industry, and Agriculture"
D017733,"Leukoplakia, Hairy","['C01.925.256.466.313.500', 'C04.588.443.591.545.500', 'C04.834.512.513.500', 'C07.465.530.545.500', 'C23.300.816.513.500']",C01,FALSE,Infections
D017734,"Bile Ducts, Extrahepatic",['A03.159.183.079'],A03,FALSE,Digestive System
D017735,Virus Latency,['G06.920.900'],G06,FALSE,Microbiological Phenomena
D017736,Ion-Selective Electrodes,['E07.305.250.471'],E07,FALSE,Equipment and Supplies
D017737,"Macrophages, Peritoneal","['A11.329.372.630', 'A11.627.482.630', 'A11.733.397.630', 'A15.382.670.522.630', 'A15.382.680.397.630']",A11,FALSE,Cells
D017738,Alkanesulfonic Acids,"['D02.455.326.146.100', 'D02.886.645.600.055']",D02,FALSE,Organic Chemicals
D017739,Arylsulfonic Acids,['D02.886.645.600.080'],D02,FALSE,Organic Chemicals
D017741,Survivors,['M01.860'],M01,FALSE,Persons
D017742,Dental Care for Chronically Ill,"['E06.170.205', 'N02.421.240.190.220']",E06,FALSE,Dentistry
D017743,Equipment Reuse,"['E05.328', 'N06.850.585']",E05,FALSE,Investigative Techniques
D017744,Medical Waste Disposal,"['D20.944.460.300', 'N06.850.460.710.460.300', 'N06.850.860.510.900.600.600']",D20,FALSE,Complex Mixtures
D017745,Incineration,['N06.850.860.510.900.600.500'],N06,FALSE,Environment and Public Health
D017746,Joint Capsule,['A02.835.583.443'],A02,FALSE,Musculoskeletal System
D017747,Seafood,"['G07.203.300.600.875', 'J02.500.600.875']",G07,FALSE,Physiological Phenomena
D017748,Time Management,"['F02.784.412.923', 'F02.784.692.816', 'F04.096.628.779.900', 'N04.452.932']",F02,FALSE,Psychological Phenomena
D017749,Total Quality Management,"['N04.452.955', 'N04.761.700.675', 'N05.700.792']",N04,FALSE,Health Services Administration
D017750,Animal Technicians,"['M01.526.485.067.040', 'N02.360.067.040']",M01,FALSE,Persons
D017751,Safety Management,"['N04.452.871.900', 'N06.850.135.060.075.800']",N04,FALSE,Health Services Administration
D017752,Greenhouse Effect,"['G16.500.175.827', 'N06.230.265']",G16,FALSE,Biological Phenomena
D017753,Ecosystem,"['G16.500.275.157', 'N06.230.124']",G16,FALSE,Biological Phenomena
D017754,Group Purchasing,"['N02.278.216.500.968.679.375', 'N03.219.463.430', 'N04.452.442.452.422.679.375']",N02,FALSE,"Health Care Facilities, Manpower, and Services"
D017755,Prosthesis Fitting,['E02.794'],E02,FALSE,Therapeutics
D017756,Aquaculture,['J01.040.168'],J01,FALSE,"Technology, Industry, and Agriculture"
D017757,"Infectious Disease Transmission, Professional-to-Patient",['N06.850.335.750'],N06,FALSE,Environment and Public Health
D017758,"Infectious Disease Transmission, Patient-to-Professional",['N06.850.335.500'],N06,FALSE,Environment and Public Health
D017759,"Fractures, Malunited",['C26.404.249'],C26,FALSE,Wounds and Injuries
D017760,Bone Malalignment,['C05.116.214'],C05,FALSE,Musculoskeletal Diseases
D017762,Nadroparin,['D09.698.373.400.300.600'],D09,FALSE,Carbohydrates
D017763,Autonomic Denervation,['E04.525.210.105'],E04,FALSE,"Surgical Procedures, Operative"
D017764,Parasympathectomy,['E04.525.210.105.600'],E04,FALSE,"Surgical Procedures, Operative"
D017766,Acid Anhydride Hydrolases,['D08.811.277.040'],D08,FALSE,Enzymes and Coenzymes
D017767,Holocaust,"['I01.198.240.903.149.500', 'I01.880.735.950.500.903.149.500']",I01,FALSE,Social Sciences
D017768,"Skin, Artificial",['E07.858.082.800'],E07,FALSE,Equipment and Supplies
D017769,Ulnar Nerve Compression Syndromes,"['C10.668.829.500.850.600', 'C10.668.829.550.925', 'C26.844.150.957']",C10,FALSE,Nervous System Diseases
D017770,Lifting,['G01.374.669'],G01,FALSE,Physical Phenomena
D017772,Amyloid Neuropathies,"['C10.668.829.050', 'C18.452.845.500.050']",C10,FALSE,Nervous System Diseases
D017773,Pelvic Floor,"['A01.923.112.500', 'A01.923.600.600', 'A02.633.567.050.750']",A01,FALSE,Body Regions
D017774,Long-Term Potentiation,['G11.561.638.350'],G11,FALSE,Musculoskeletal and Neural Physiological Phenomena
D017776,Autonomic Pathways,"['A08.800.050.050', 'A08.800.800.060']",A08,FALSE,Nervous System
D017777,"Parasympathetic Fibers, Postganglionic","['A08.675.127.500.700', 'A08.675.542.100.700', 'A08.675.542.234.700', 'A08.800.050.050.050.700', 'A08.800.050.600.650', 'A08.800.800.060.050.700', 'A11.671.188.500.700', 'A11.671.501.100.700', 'A11.671.501.234.700']",A08,FALSE,Nervous System
D017778,"Vaccines, Combined",['D20.215.894.815'],D20,FALSE,Complex Mixtures
D017779,"Sympathetic Fibers, Postganglionic","['A08.675.542.075.800', 'A08.675.542.100.800', 'A08.800.050.050.050.800', 'A08.800.800.060.050.800', 'A11.671.501.075.800', 'A11.671.501.100.800']",A08,FALSE,Nervous System
D017780,Malaria Vaccines,['D20.215.894.582.500'],D20,FALSE,Complex Mixtures
D017781,"Genes, Immediate-Early","['G05.360.340.024.340.330', 'G05.360.340.024.340.364.875.345', 'G05.360.340.358.024.875.345', 'G05.360.340.358.840.500.345']",G05,FALSE,Genetic Phenomena
